fid,row_index,col_index,経度,緯度,park_name
228,90,44,139.41650378779,35.5942303097326,小山田緑地
229,91,44,139.416504722372,35.5940500375395,小山田緑地
230,92,44,139.416505656946,35.593869765341,小山田緑地
231,93,44,139.416506591511,35.5936894931371,小山田緑地
232,95,44,139.416508460616,35.593328948713,小山田緑地
233,96,44,139.416509395156,35.5931486764928,小山田緑地
234,66,45,139.416702077211,35.5985576040117,小山田緑地
235,67,45,139.416703011497,35.5983773319438,小山田緑地
236,68,45,139.416703945775,35.5981970598704,小山田緑地
237,69,45,139.416704880044,35.5980167877917,小山田緑地
238,70,45,139.416705814306,35.5978365157075,小山田緑地
239,71,45,139.416706748558,35.5976562436179,小山田緑地
240,72,45,139.416707682803,35.5974759715228,小山田緑地
241,73,45,139.416708617039,35.5972956994224,小山田緑地
242,74,45,139.416709551267,35.5971154273165,小山田緑地
243,75,45,139.416710485487,35.5969351552052,小山田緑地
244,76,45,139.416711419698,35.5967548830884,小山田緑地
245,77,45,139.416712353901,35.5965746109663,小山田緑地
246,78,45,139.416713288096,35.5963943388387,小山田緑地
247,79,45,139.416714222283,35.5962140667057,小山田緑地
248,80,45,139.416715156461,35.5960337945672,小山田緑地
249,81,45,139.416716090631,35.5958535224234,小山田緑地
250,82,45,139.416717024792,35.5956732502741,小山田緑地
251,83,45,139.416717958945,35.5954929781194,小山田緑地
252,84,45,139.41671889309,35.5953127059592,小山田緑地
253,85,45,139.416719827227,35.5951324337936,小山田緑地
254,86,45,139.416720761356,35.5949521616227,小山田緑地
255,87,45,139.416721695476,35.5947718894462,小山田緑地
256,88,45,139.416722629588,35.5945916172644,小山田緑地
257,89,45,139.416723563691,35.5944113450771,小山田緑地
258,90,45,139.416724497786,35.5942310728845,小山田緑地
259,91,45,139.416725431873,35.5940508006863,小山田緑地
260,92,45,139.416726365952,35.5938705284828,小山田緑地
261,93,45,139.416727300022,35.5936902562738,小山田緑地
262,94,45,139.416728234084,35.5935099840594,小山田緑地
263,95,45,139.416729168138,35.5933297118396,小山田緑地
264,66,46,139.416922799093,35.5985583668804,小山田緑地
265,67,46,139.416923732884,35.5983780948074,小山田緑地
266,68,46,139.416924666666,35.598197822729,小山田緑地
267,69,46,139.416925600441,35.5980175506452,小山田緑地
268,70,46,139.416926534207,35.597837278556,小山田緑地
269,71,46,139.416927467965,35.5976570064613,小山田緑地
270,72,46,139.416928401715,35.5974767343613,小山田緑地
271,73,46,139.416929335456,35.5972964622558,小山田緑地
272,74,46,139.416930269189,35.5971161901448,小山田緑地
273,75,46,139.416931202914,35.5969359180285,小山田緑地
274,76,46,139.41693213663,35.5967556459067,小山田緑地
275,77,46,139.416933070339,35.5965753737795,小山田緑地
276,78,46,139.416934004039,35.5963951016469,小山田緑地
277,79,46,139.41693493773,35.5962148295088,小山田緑地
278,80,46,139.416935871413,35.5960345573653,小山田緑地
279,81,46,139.416936805088,35.5958542852164,小山田緑地
280,82,46,139.416937738755,35.5956740130621,小山田緑地
281,83,46,139.416938672414,35.5954937409024,小山田緑地
282,84,46,139.416939606064,35.5953134687372,小山田緑地
283,85,46,139.416940539706,35.5951331965666,小山田緑地
284,86,46,139.416941473339,35.5949529243905,小山田緑地
285,87,46,139.416942406965,35.5947726522091,小山田緑地
286,88,46,139.416943340581,35.5945923800222,小山田緑地
287,89,46,139.41694427419,35.5944121078299,小山田緑地
288,90,46,139.416945207791,35.5942318356322,小山田緑地
289,91,46,139.416946141383,35.594051563429,小山田緑地
290,92,46,139.416947074967,35.5938712912204,小山田緑地
291,93,46,139.416948008542,35.5936910190064,小山田緑地
292,94,46,139.416948942109,35.593510746787,小山田緑地
293,95,46,139.416949875668,35.5933304745621,小山田緑地
294,66,47,139.417143520982,35.5985591293448,小山田緑地
295,67,47,139.417144454278,35.5983788572668,小山田緑地
296,68,47,139.417145387566,35.5981985851834,小山田緑地
297,69,47,139.417146320846,35.5980183130946,小山田緑地
298,70,47,139.417147254117,35.5978380410003,小山田緑地
299,71,47,139.41714818738,35.5976577689006,小山田緑地
300,72,47,139.417149120635,35.5974774967955,小山田緑地
301,73,47,139.417150053881,35.5972972246849,小山田緑地
302,74,47,139.41715098712,35.597116952569,小山田緑地
303,75,47,139.417151920349,35.5969366804476,小山田緑地
304,76,47,139.417152853571,35.5967564083208,小山田緑地
305,77,47,139.417153786784,35.5965761361885,小山田緑地
306,78,47,139.417154719989,35.5963958640509,小山田緑地
